href,phase,video_code,parsed_date,torrent_type
/v/96eO55,2,FNS-038,2025-07-05 22:34:31,"hacked_no_subtitle,no_subtitle"
/v/3nrZMz,1,FNS-045,2025-07-05 22:33:36,subtitle
/v/Rk216D,1,ADN-696,2025-07-05 22:33:30,"hacked_subtitle,subtitle"
/v/Mbq3m1,1,FNS-046,2025-07-05 22:31:51,"hacked_no_subtitle,subtitle"
/v/V4Nx7X,1,CAWD-858,2025-07-05 22:20:10,subtitle
/v/z458V5,1,CAWD-856,2025-07-05 22:20:09,subtitle
/v/6dqNXE,1,ABF-241,2025-07-05 22:20:07,"hacked_subtitle,subtitle"
/v/YwrB2p,1,DLDSS-403,2025-07-05 22:20:06,"hacked_no_subtitle,subtitle"
/v/AqKaz0,1,FNS-039,2025-07-05 22:20:04,subtitle
/v/pkq639,1,FNS-048,2025-07-05 22:20:03,subtitle
/v/ve06Dp,1,FNS-052,2025-07-05 22:20:01,subtitle
/v/82ErvV,1,LUCY-012,2025-07-05 22:20:00,subtitle
/v/veZQ5p,1,LUCY-011,2025-07-05 22:19:58,subtitle
/v/YwqNB8,1,LUCY-010,2025-07-05 22:19:57,subtitle
/v/NQ9Mgx,1,LUCY-007,2025-07-05 22:19:55,subtitle
/v/wKY2V2,1,LUCY-006,2025-07-05 22:19:54,subtitle
/v/96We6R,1,LUCY-004,2025-07-05 22:19:52,subtitle
/v/WwVepg,1,JUTA-172,2025-07-05 22:19:51,subtitle
/v/GZ4BNg,1,JUTA-171,2025-07-05 22:19:49,subtitle
/v/bKwdO0,1,JRZE-248,2025-07-05 22:19:48,subtitle
/v/Xe4vVb,1,JRZE-247,2025-07-05 22:19:46,subtitle
/v/82qYB3,1,ADN-689,2025-07-05 22:19:43,"hacked_subtitle,subtitle"
/v/merpZ,1,GVG-270,2025-07-05 22:19:42,"hacked_no_subtitle,subtitle"
/v/GZ4BWb,2,MIUM-1240,2025-07-05 22:11:50,no_subtitle
/v/7yqPVB,2,SAME-190,2025-07-05 22:11:48,"hacked_subtitle,no_subtitle"
/v/96q49R,2,EBWH-235,2025-07-05 22:11:47,"hacked_no_subtitle,no_subtitle"
/v/WwVVAg,2,EBWH-233,2025-07-05 22:11:45,"hacked_no_subtitle,no_subtitle"
/v/wdeOb,2,EBOD-853,2025-07-05 22:11:44,"hacked_no_subtitle,no_subtitle"
/v/yxr1Br,2,DPMI-091,2025-07-05 22:11:42,"hacked_no_subtitle,no_subtitle"
/v/d4B8OM,2,DPMI-082,2025-07-05 22:11:41,"hacked_no_subtitle,no_subtitle"
/v/E4Mp0,2,DGL-064,2025-07-05 22:11:40,"hacked_no_subtitle,no_subtitle"
/v/96qZMX,2,IPZZ-611,2025-07-05 22:11:38,no_subtitle
/v/NQPOVG,2,IPZZ-605,2025-07-05 22:11:34,no_subtitle
/v/Mbqa81,2,MIUM-1244,2025-07-05 22:11:32,no_subtitle
/v/82qYp3,2,IPZZ-613,2025-07-05 22:11:31,no_subtitle
/v/a8yNqp,2,JUR-407,2025-07-05 22:11:29,no_subtitle
/v/qAJBY9,2,RKI-715,2025-07-05 22:11:28,no_subtitle
/v/mOJqy5,2,JUR-047,2025-07-05 22:11:26,no_subtitle
/v/5nXPp9,2,IPZZ-596,2025-07-05 22:11:25,no_subtitle
/v/2mqx5P,2,DASS-695,2025-07-05 22:11:23,no_subtitle
/v/xAgmGn,2,DASS-682,2025-07-05 22:11:22,no_subtitle
/v/1A437A,2,SONE-786,2025-07-05 22:11:20,no_subtitle
/v/gyq5vq,2,SVVRT-065,2025-07-05 22:11:17,no_subtitle
/v/KkKYrQ,2,START-322,2025-07-05 22:11:16,no_subtitle
/v/P92kJN,2,START-355,2025-07-05 22:11:15,no_subtitle
/v/7yq7YR,2,START-356,2025-07-05 22:11:13,no_subtitle
/v/Eb67nM,2,SDJS-312,2025-07-05 22:11:12,no_subtitle
/v/xAg2OV,2,START-372,2025-07-05 22:11:10,no_subtitle
/v/a8yvVO,2,SDDE-754,2025-07-05 22:11:09,no_subtitle
/v/Ywrd3K,2,SDNM-518,2025-07-05 22:11:07,no_subtitle
/v/ZNdB3X,2,MOGI-139,2025-07-05 22:11:06,no_subtitle
/v/ZNdgbq,2,START-358,2025-07-05 22:11:04,no_subtitle
/v/pkqy0q,2,START-354,2025-07-05 22:11:03,no_subtitle
/v/MbqkR4,2,START-352,2025-07-05 22:11:01,no_subtitle
/v/kKyGxe,2,START-349,2025-07-05 22:11:00,no_subtitle
/v/82q1vW,2,START-331,2025-07-05 22:10:58,no_subtitle
/v/Xe4xM4,2,ABF-245,2025-07-05 22:10:55,no_subtitle
/v/YwrBOe,2,SONE-803,2025-07-05 22:10:54,no_subtitle
/v/GZ4By5,2,IPZZ-607,2025-07-05 22:10:53,no_subtitle
/v/qAJYk9,2,DASS-704,2025-07-05 22:10:51,no_subtitle
/v/Rk2rnn,2,JUR-414,2025-07-05 22:10:48,no_subtitle
/v/mOJWnD,2,SONE-746,2025-07-05 22:10:47,no_subtitle
/v/V4Nx5A,2,IPZZ-383,2025-07-05 22:10:45,no_subtitle
/v/ve0kgW,2,SONE-780,2025-07-05 22:10:44,no_subtitle
/v/96qmZ6,2,SONE-807,2025-07-05 22:10:35,no_subtitle
/v/MbqM14,2,SONE-796,2025-07-05 22:10:34,no_subtitle
/v/kKy87e,2,SONE-793,2025-07-05 22:10:32,no_subtitle
/v/ZNdApJ,2,JUR-370,2025-07-05 22:10:31,no_subtitle
/v/Mbqd4P,2,JUR-361,2025-07-05 22:10:29,no_subtitle
/v/0edA6b,2,JUR-334,2025-07-05 22:10:28,no_subtitle
/v/AqKpkP,2,JUR-331,2025-07-05 22:10:26,no_subtitle
/v/ve0xJ8,2,MADV-592,2025-07-05 22:10:25,no_subtitle
/v/0edA3q,2,JUR-443,2025-07-05 22:10:23,no_subtitle
/v/yx4Reb,2,IPZZ-600,2025-07-05 22:10:22,no_subtitle
/v/DRVGB2,2,DASS-657,2025-07-05 22:10:21,no_subtitle
/v/ZNdwOq,2,SONE-802,2025-07-05 22:10:19,no_subtitle
/v/pkqdnq,2,SONE-800,2025-07-05 22:10:18,no_subtitle
/v/DRVG82,2,SONE-790,2025-07-05 22:10:13,no_subtitle
/v/Mbq1O1,2,GVH-755,2025-07-05 22:10:12,no_subtitle
/v/e8OM5M,1,FNS-074,2025-07-05 22:09:20,subtitle
/v/Xe4DOP,2,MDON-077,2025-07-04 20:01:55,no_subtitle
/v/QNW4eG,2,SQTE-617,2025-07-04 20:01:54,no_subtitle
/v/ve0yK9,2,SUJI-279,2025-07-04 20:01:52,no_subtitle
/v/Mbqnxv,2,MAAN-1077,2025-07-04 20:01:51,no_subtitle
/v/e8OnPp,2,SAME-187,2025-07-04 20:01:49,"hacked_subtitle,no_subtitle"
/v/DRVWDM,2,BLK-653,2025-07-04 20:01:48,"hacked_no_subtitle,no_subtitle"
/v/MbqP2Q,2,MIUM-1223,2025-07-04 20:01:46,no_subtitle
/v/ZNd5n6,2,LUXU-1843,2025-07-04 20:01:45,no_subtitle
/v/V4Nk0n,2,DCV-280,2025-07-04 20:01:43,no_subtitle
/v/bKwbNg,2,ABF-243,2025-07-04 20:01:42,no_subtitle
/v/WwVepR,1,MIDA-223,2025-07-04 20:00:52,subtitle
/v/Mbq17R,1,MIDA-222,2025-07-04 20:00:51,subtitle
/v/P92Ov9,1,MIDA-221,2025-07-04 20:00:49,subtitle
/v/kKy7Dm,1,MIDA-217,2025-07-04 20:00:47,subtitle
/v/ZNdORJ,1,MIDA-215,2025-07-04 20:00:44,subtitle
/v/Rk218z,1,MIDA-212,2025-07-04 20:00:42,subtitle
/v/Mbq17v,1,ADN-714,2025-07-04 20:00:41,subtitle
/v/xaz9B,1,DASD-926,2025-07-04 20:00:39,"hacked_no_subtitle,subtitle"
/v/e8OnDN,1,CAWD-845,2025-07-04 20:00:25,"hacked_subtitle,subtitle"
/v/KkKDy6,2,JAC-220,2025-07-03 20:01:30,no_subtitle
/v/96q556,2,BDST-066,2025-07-03 20:01:28,no_subtitle
/v/D22yV2,2,BACJ-022,2025-07-03 20:01:25,"hacked_no_subtitle,no_subtitle"
/v/1QWOJ,2,ATID-482,2025-07-03 20:01:24,"hacked_no_subtitle,no_subtitle"
/v/Nrgrr,2,APAK-227,2025-07-03 20:01:22,"hacked_no_subtitle,no_subtitle"
/v/V4NDxq,2,START-368,2025-07-03 20:01:21,no_subtitle
/v/P92Dw9,2,START-353,2025-07-03 20:01:19,no_subtitle
/v/xAgb18,2,DDOB-140,2025-07-03 20:01:18,no_subtitle
/v/0edmE3,2,LUXU-1842,2025-07-03 20:01:16,no_subtitle
/v/5nXbY6,1,ALDN-478,2025-07-03 20:00:48,subtitle
/v/bKwOkg,1,ALDN-477,2025-07-03 20:00:47,subtitle
/v/Xe4V34,1,ALDN-476,2025-07-03 20:00:46,subtitle
/v/mOJnDY,1,ADN-703,2025-07-03 20:00:44,subtitle
/v/96qZnX,1,ADN-683,2025-07-03 20:00:40,subtitle
/v/WwVe7q,1,ADN-667,2025-07-03 20:00:38,subtitle
/v/762Od,1,ATID-284,2025-07-03 20:00:35,"hacked_no_subtitle,subtitle"
/v/mezran,1,ALDN-136,2025-07-03 20:00:34,"hacked_no_subtitle,subtitle"
/v/0ed123,1,MIDA-220,2025-07-03 20:00:28,"hacked_subtitle,subtitle"
/v/mOJnDM,1,MIDA-213,2025-07-03 20:00:22,"hacked_subtitle,subtitle"
/v/r3Yrnr,2,NMSL-009,2025-07-02 20:01:44,no_subtitle
/v/82qg0K,2,GANA-3223,2025-07-02 20:01:42,no_subtitle
/v/deg32Q,2,KIRM-055,2025-07-02 20:01:41,no_subtitle
/v/YwrO48,2,SMOK-017,2025-07-02 20:01:39,no_subtitle
/v/z45877,2,SORA-602,2025-07-02 20:01:38,no_subtitle
/v/96q2kE,2,MIUM-1217,2025-07-02 20:01:37,no_subtitle
/v/g0w8q,2,ABP-438,2025-07-02 20:01:35,"hacked_no_subtitle,no_subtitle"
/v/yr2v0,2,ABP-421,2025-07-02 20:01:34,"hacked_no_subtitle,no_subtitle"
/v/6dqORK,2,OLM-208,2025-07-02 20:01:32,no_subtitle
/v/96qr2w,2,TDAN-009,2025-07-02 20:01:31,no_subtitle
/v/e8OYnp,1,VEC-710,2025-07-02 20:00:59,subtitle
/v/qAJGYP,1,VEC-709,2025-07-02 20:00:58,subtitle
/v/2mq8xq,1,VEC-708,2025-07-02 20:00:56,subtitle
/v/6dqwxD,1,ROE-367,2025-07-02 20:00:55,subtitle
/v/Eb6mZd,1,ROE-362,2025-07-02 20:00:53,subtitle
/v/xAgPDg,1,ROE-360,2025-07-02 20:00:52,subtitle
/v/a8ym4q,1,ROE-359,2025-07-02 20:00:50,subtitle
/v/4DdnVG,1,ROE-356,2025-07-02 20:00:49,subtitle
/v/DRVAYK,1,ROE-354,2025-07-02 20:00:47,subtitle
/v/MbYJ8Q,1,REAL-916,2025-07-02 20:00:46,subtitle
/v/zKQgXJ,1,ALDN-124,2025-07-02 20:00:44,"hacked_no_subtitle,subtitle"
/v/Mm6DzQ,1,ALDN-069,2025-07-02 20:00:43,"hacked_no_subtitle,subtitle"
/v/OXXE4y,1,ADN-610,2025-07-02 20:00:41,"hacked_no_subtitle,subtitle"
/v/bAVD3g,1,ADN-539,2025-07-02 20:00:40,"hacked_no_subtitle,subtitle"
/v/67x8D,1,ADN-361,2025-07-02 20:00:38,"hacked_no_subtitle,subtitle"
/v/neYG6a,1,ABW-318,2025-07-02 20:00:37,"hacked_no_subtitle,subtitle"
/v/V7v7n,1,ABP-968,2025-07-02 20:00:35,"hacked_no_subtitle,subtitle"
/v/YwrO3B,1,ATID-637,2025-07-02 20:00:34,"hacked_subtitle,subtitle"
/v/0edZvq,2,MAAN-1086,2025-07-01 21:01:56,no_subtitle
/v/Eb6pGd,2,NMSL-007,2025-07-01 21:01:54,no_subtitle
/v/YwrgRD,2,JAC-219,2025-07-01 21:01:52,no_subtitle
/v/kKYw8P,2,VDD-193,2025-07-01 21:01:51,"hacked_no_subtitle,no_subtitle"
/v/3nrOk0,2,SAN-362,2025-07-01 21:01:48,no_subtitle
/v/mOJn8D,2,VDD-194,2025-07-01 21:01:47,no_subtitle
/v/OXW6Vz,2,DVMM-263,2025-07-01 21:01:45,no_subtitle
/v/QN0EBK,1,KSBJ-377,2025-07-01 21:01:11,subtitle
/v/BzKz0O,1,KSBJ-372,2025-07-01 21:01:10,subtitle
/v/yx0x3A,1,KSBJ-370,2025-07-01 21:01:08,subtitle
/v/Kk2A2v,1,JUNY-157,2025-07-01 21:01:06,subtitle
/v/AqEO3w,1,HUNTC-362,2025-07-01 21:01:05,subtitle
/v/mOpGZM,1,HUNTC-352,2025-07-01 21:01:03,subtitle
/v/96e506,1,HUNTC-331,2025-07-01 21:01:02,subtitle
/v/Eb6Pe2,1,HUNTC-202,2025-07-01 21:01:00,subtitle
/v/z45bqJ,1,HMN-714,2025-07-01 21:00:59,subtitle
/v/P92Jza,1,HMN-698,2025-07-01 21:00:57,subtitle
/v/qOXMN,1,CWPBD-09,2025-07-01 21:00:56,subtitle
/v/BzK6rG,1,YUJ-040,2025-07-01 21:00:54,"hacked_no_subtitle,subtitle"
/v/GZdpDD,1,WAAA-540,2025-07-01 21:00:52,"hacked_no_subtitle,subtitle"
/v/82EvDK,1,WAAA-528,2025-07-01 21:00:50,"hacked_no_subtitle,subtitle"
/v/96eKJE,1,WAAA-526,2025-07-01 21:00:49,"hacked_no_subtitle,subtitle"
/v/Ww3g9g,1,WAAA-524,2025-07-01 21:00:48,"hacked_no_subtitle,subtitle"
/v/QMKY7,1,VENX-108,2025-07-01 21:00:46,"hacked_no_subtitle,subtitle"
/v/r3YZDk,2,FJIN-085,2025-06-30 21:01:43,no_subtitle
/v/BzgnQG,2,MIUM-1239,2025-06-30 21:01:42,no_subtitle
/v/nKz8Re,2,ARSO-2519,2025-06-30 21:01:40,no_subtitle
/v/V4NxKq,2,MRSS-169,2025-06-30 21:01:39,no_subtitle
/v/QNWy6J,2,HALE-064,2025-06-30 21:01:37,no_subtitle
/v/qAOra,2,VDD-094,2025-06-30 21:01:36,"hacked_no_subtitle,no_subtitle"
/v/Xe4V55,2,START-336,2025-06-30 21:01:34,"hacked_no_subtitle,no_subtitle"
/v/NQP6Eg,2,START-327,2025-06-30 21:01:33,"hacked_no_subtitle,no_subtitle"
/v/GZ4nEz,2,START-299,2025-06-30 21:01:31,"hacked_no_subtitle,no_subtitle"
/v/MmVaPX,2,SONE-028,2025-06-30 21:01:30,"hacked_no_subtitle,no_subtitle"
/v/GZ4BG7,2,XVSR-823,2025-06-30 21:01:28,no_subtitle
/v/NQPOrN,2,XVSR-822,2025-06-30 21:01:27,no_subtitle
/v/Bzg9Ad,2,FKOU-002,2025-06-30 21:01:25,no_subtitle
/v/wKkxK2,2,MAAN-1079,2025-06-30 21:01:24,no_subtitle
/v/yx4Y1a,2,MIUM-1210,2025-06-30 21:01:23,no_subtitle
/v/kKyaxJ,2,HNVR-147,2025-06-30 21:01:15,no_subtitle
/v/Xe47kb,1,JUR-324,2025-06-30 21:00:37,"hacked_subtitle,subtitle"
/v/QNW7xM,1,JUR-316,2025-06-30 21:00:36,"hacked_subtitle,subtitle"
/v/4zR6,1,NTR-037,2025-06-30 21:00:22,"hacked_subtitle,subtitle"
/v/wKpW9e,1,YUJ-039,2025-06-30 21:00:20,"hacked_subtitle,subtitle"
/v/QNW47n,2,CLUB-877,2025-06-29 22:31:31,no_subtitle
/v/OXW678,2,CAWD-854,2025-06-29 22:31:30,no_subtitle
/v/ZNdO3V,2,MIMK-231,2025-06-29 22:31:27,no_subtitle
/v/P92O79,2,SAME-191,2025-06-29 22:31:25,no_subtitle
/v/J06gPA,2,CAWD-857,2025-06-29 22:31:21,no_subtitle
/v/AqK8VO,2,ADN-705,2025-06-29 22:31:19,no_subtitle
/v/96qZQ6,2,MIDA-133,2025-06-29 22:31:18,no_subtitle
/v/xAgk4E,2,KIT-011,2025-06-29 22:31:17,no_subtitle
/v/yx46Qr,2,LUXU-1841,2025-06-29 22:31:15,no_subtitle
/v/GZ4b7m,2,SDHS-060,2025-06-29 22:31:14,no_subtitle
/v/82qYza,2,MIMK-230,2025-06-29 22:31:11,no_subtitle
/v/mOJRzd,2,HAWA-358,2025-06-29 22:31:09,no_subtitle
/v/KkK0JO,2,HODV-2198,2025-06-29 22:31:03,no_subtitle
/v/3nrDpa,2,MIAB-510,2025-06-29 22:31:02,no_subtitle
/v/6dqPkE,2,MIAB-507,2025-06-29 22:31:00,no_subtitle
/v/ve0kKp,2,JUFE-591,2025-06-29 22:30:59,no_subtitle
/v/kKyDVP,1,JUR-401,2025-06-29 17:52:03,subtitle
/v/AqKVxM,1,JUR-385,2025-06-29 17:52:01,subtitle
/v/mOJDaR,1,JUR-382,2025-06-29 17:52:00,subtitle
/v/pxAVq,1,n0996東熱に遥香見参！,2025-06-29 17:51:57,subtitle
/v/NQZJ6B,1,FUGA-061,2025-06-29 17:51:54,subtitle
/v/1AyQ4A,1,FUGA-060,2025-06-29 17:51:53,"hacked_no_subtitle,subtitle"
/v/Eb6GJJ,1,FERA-198,2025-06-29 17:51:51,subtitle
/v/deRmQv,1,FERA-197,2025-06-29 17:51:50,subtitle
/v/yx0KVg,1,DLDSS-408,2025-06-29 17:51:48,"hacked_no_subtitle,subtitle"
/v/4DdxXE,1,DASS-698,2025-06-29 17:51:45,subtitle
/v/DRVnxJ,1,DASS-684,2025-06-29 17:51:44,subtitle
/v/5nXbkD,1,START-333,2025-06-29 17:51:42,"hacked_no_subtitle,subtitle"
/v/9wP7E,1,STARS-345,2025-06-29 17:51:40,"hacked_no_subtitle,subtitle"
/v/YNVG6,1,STARS-342,2025-06-29 17:51:39,"hacked_no_subtitle,subtitle"
/v/WQqKq,2,OFJE-186,2025-06-29 17:40:29,no_subtitle
/v/nn0W4,2,SSIS-163,2025-06-29 17:40:27,no_subtitle
/v/b26Ae,2,SSIS-165,2025-06-29 17:40:26,no_subtitle
/v/XO6WP,2,SSIS-164,2025-06-29 17:40:24,no_subtitle
/v/kNXY4,2,SIVR-171,2025-06-29 17:40:23,no_subtitle
/v/JK5Ez,2,OFJE-347,2025-06-29 17:40:21,no_subtitle
/v/KOvE0,2,OAE-214,2025-06-29 17:40:20,no_subtitle
/v/d6Mme,2,OFJE-3511,2025-06-29 17:40:18,no_subtitle
/v/V37AQ,2,SIVR-191,2025-06-29 17:40:17,no_subtitle
/v/QGmmp,2,SIVR-204,2025-06-29 17:40:15,no_subtitle
/v/OndQz,2,SIVR-212,2025-06-29 17:40:14,no_subtitle
/v/B8Kk49,2,SIVR-226,2025-06-29 17:40:13,no_subtitle
/v/p3Onew,2,SIVR-231,2025-06-29 17:40:11,no_subtitle
/v/9Dpywg,2,RBB-247,2025-06-29 17:40:10,no_subtitle
/v/rmzmJr,2,OAE-228,2025-06-29 17:40:08,no_subtitle
/v/PQwdka,2,SIVR-251,2025-06-29 17:40:07,no_subtitle
/v/8VaNX5,2,SIVR-247,2025-06-29 17:40:05,no_subtitle
/v/2ay9nm,2,SIVR-270,2025-06-29 17:40:04,no_subtitle
